Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Dependents,Continent,Age,ConvertedSalary,HDI,GDP,GINI
1,2,1,1,1,2,7,1,4,1,1,2,2,2,2,3,120000,1,2,2
1,2,1,1,1,2,4,2,2,4,1,1,2,2,2,1,50000,1,2,2
1,8,1,0,1,2,6,2,3,1,1,7,1,1,1,3,42456,2,3,2
1,9,1,1,2,2,1,2,3,1,1,2,1,1,1,5,58752,1,1,1
1,2,1,0,2,10,11,2,1,1,1,1,1,1,2,1,130000,1,2,2
2,10,1,1,2,16,8,1,1,1,1,3,2,2,1,1,36720,1,1,1
1,6,1,1,3,3,4,4,2,1,1,9,3,1,4,2,7827,2,3,2
1,2,1,0,2,2,1,2,1,1,1,1,2,1,2,5,100000,1,2,2
1,11,1,1,2,5,8,2,2,1,1,2,1,2,1,3,45189,1,1,1
1,9,1,1,2,14,6,2,2,1,1,3,1,2,1,1,75880,1,1,1
1,7,1,1,2,2,7,2,3,1,1,3,1,2,1,3,28231,2,3,1
1,5,1,0,2,4,3,1,3,1,1,9,1,2,3,3,71976,1,1,1
1,13,1,1,2,2,8,1,1,1,1,3,2,1,5,3,18720,3,3,2
1,7,1,1,2,2,5,2,3,1,1,3,1,2,1,3,31764,2,3,1
2,20,1,1,2,7,8,2,4,1,1,9,1,1,1,3,42588,1,1,3
1,2,1,1,1,3,4,1,4,4,1,1,2,2,2,3,91000,1,2,2
1,2,1,1,2,15,2,2,3,1,1,1,1,2,2,3,50000,1,2,2
1,2,1,0,2,2,7,1,2,1,1,1,1,1,2,3,70000,1,2,2
1,2,1,0,2,10,3,2,1,1,1,3,3,2,2,3,78811,1,2,2
1,19,1,1,1,2,10,2,2,1,1,3,1,2,1,1,93842,1,1,3
1,2,1,0,1,2,3,1,2,1,1,7,1,2,2,3,120000,1,2,2
1,6,1,1,1,4,7,3,1,4,1,3,3,1,4,3,9173,2,3,2
2,2,1,1,2,2,7,1,4,4,1,7,3,2,2,2,673200,1,2,2
1,2,1,1,2,2,1,2,4,1,1,7,1,2,2,4,156000,1,2,2
1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,3,62507,1,1,1
1,5,1,1,3,2,5,3,3,1,1,3,1,1,3,1,91170,1,1,1
1,2,1,1,2,10,8,2,4,1,1,2,1,2,2,1,80000,1,2,2
1,5,1,1,2,7,2,2,4,1,1,2,1,2,3,2,62379,1,1,1
2,2,1,1,2,2,7,2,4,1,1,1,2,2,2,2,80000,1,2,2
1,2,1,1,2,7,2,2,3,1,1,5,1,2,2,2,60000,1,2,2
1,2,1,1,2,10,6,3,3,1,2,1,1,1,2,3,124000,1,2,2
1,2,1,1,2,2,2,2,3,1,1,4,1,2,2,3,84000,1,2,2
1,6,1,1,2,2,4,2,2,1,1,6,1,1,4,2,2484,2,3,2
1,15,1,1,2,2,2,1,3,1,1,1,1,2,1,1,18358,1,1,1
1,2,3,1,2,1,10,2,1,1,1,1,1,2,2,1,95000,1,2,2
1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,125000,1,2,2
1,9,1,1,2,10,9,2,3,1,1,2,1,1,1,1,132179,1,1,1
1,13,1,1,2,2,1,3,2,1,1,4,1,2,5,3,35928,3,3,2
1,2,1,0,1,2,2,2,2,1,1,3,1,1,2,3,97000,1,2,2
1,2,1,0,2,2,3,2,3,1,1,1,2,1,2,3,756000,1,2,2
1,17,1,0,2,2,7,2,4,1,1,1,2,2,4,3,70212,1,1,2
1,1,1,0,2,2,8,2,3,1,1,4,1,2,1,3,43344,1,1,1
1,2,1,1,1,5,4,2,3,1,1,4,3,2,2,3,52000,1,2,2
1,2,1,1,3,2,8,3,1,1,1,7,1,2,2,3,80000,1,2,2
1,2,1,1,2,5,3,1,1,1,1,8,1,2,2,3,1344000,1,2,2
1,19,1,1,2,8,6,2,3,1,1,2,1,2,1,1,177258,1,1,3
1,6,1,1,2,2,3,2,4,1,1,1,1,1,4,3,0,2,3,2
1,2,1,1,2,15,8,2,4,1,1,3,1,1,2,1,133000,1,2,2
1,12,1,1,2,2,3,2,4,1,1,1,2,2,4,3,25428,2,3,2
2,13,1,1,2,2,7,2,3,1,1,1,1,2,5,3,26196,3,3,2
1,2,1,1,2,14,7,1,2,1,1,1,1,2,2,3,75000,1,2,2
1,2,1,1,1,2,4,2,4,1,1,8,1,2,2,2,93000,1,2,2
2,2,1,1,2,15,5,1,4,1,1,1,1,2,2,1,155000,1,2,2
1,2,1,0,1,3,4,2,3,1,1,4,1,1,2,3,65000,1,2,2
1,2,1,1,2,2,1,2,3,1,1,1,1,1,2,4,145000,1,2,2
2,7,1,1,2,8,3,1,3,1,1,3,1,2,1,3,35292,2,3,1
1,9,2,0,2,6,2,2,3,1,1,5,1,2,1,2,5880,1,1,1
1,10,1,1,2,2,2,2,3,1,1,2,1,2,1,3,34512,1,1,1
1,8,1,1,2,9,8,3,2,1,1,1,1,1,1,3,31848,2,3,2
1,2,1,1,2,2,6,1,3,1,1,1,1,1,2,1,100000,1,2,2
1,2,1,1,2,2,2,1,2,1,1,4,1,2,2,3,2000000,1,2,2
1,9,1,1,2,2,5,2,2,1,1,2,1,1,1,3,104030,1,1,1
1,3,1,0,2,3,2,2,2,1,1,4,1,2,1,2,36720,1,1,3
1,2,1,0,2,2,4,2,4,1,1,2,1,2,2,2,23500,1,2,2
1,13,1,1,1,1,7,2,2,1,1,2,1,2,5,3,24324,3,3,2
1,2,1,1,2,6,2,3,4,1,1,1,1,2,2,2,44000,1,2,2
1,12,2,1,2,8,3,2,4,1,1,2,1,2,4,4,8268,2,3,2
1,14,1,1,1,2,7,2,4,1,1,8,1,2,2,3,64417,1,1,1
1,1,1,1,1,7,1,2,1,1,1,2,1,2,1,5,62507,1,1,1
2,14,1,1,2,4,3,2,3,1,1,5,1,2,2,3,62646,1,1,1
1,19,1,0,2,2,3,2,3,1,1,5,1,2,1,3,81336,1,1,3
1,9,1,1,3,14,8,2,3,1,1,7,2,1,1,3,48955,1,1,1
1,2,1,1,1,2,4,1,4,1,1,1,1,2,2,3,68500,1,2,2
1,1,1,0,2,2,3,2,3,1,2,3,1,2,1,6,21669,1,1,1
2,2,1,1,2,10,1,2,4,1,1,1,1,1,2,3,107000,1,2,2
2,6,1,1,2,10,10,2,3,1,1,1,3,1,4,1,31309,2,3,2
1,2,1,0,2,5,2,3,3,1,1,5,1,1,2,2,120000,1,2,2
1,2,1,0,1,4,4,2,4,1,1,8,1,2,2,3,64000,1,2,2
1,4,1,0,2,2,2,1,3,1,1,1,1,2,1,3,59880,1,1,3
2,20,1,0,2,2,8,2,4,1,1,1,1,2,1,2,61194,1,1,3
1,2,1,1,2,4,7,2,3,1,1,4,1,2,2,2,2000000,1,2,2
2,10,1,1,2,2,3,1,3,1,1,2,2,2,1,3,734328,1,1,1
1,5,1,0,1,2,6,2,4,1,1,4,1,1,3,3,39987,1,1,1
1,2,2,1,1,4,7,1,3,1,1,4,3,2,2,3,154000,1,2,2
1,2,1,0,2,2,2,2,3,1,1,3,1,1,2,1,120000,1,2,2
1,2,1,1,2,2,3,2,2,1,1,2,1,1,2,3,105000,1,2,2
1,6,1,1,3,2,3,2,1,1,1,1,3,1,4,3,54790,2,3,2
1,6,2,1,2,2,7,3,3,1,1,5,1,2,4,3,6600,2,3,2
1,3,1,0,2,2,3,2,4,1,4,2,1,2,1,2,58752,1,1,3
1,1,1,0,2,2,5,3,3,1,1,2,1,2,1,3,41676,1,1,1
1,9,1,0,3,2,5,2,3,1,1,9,1,2,1,1,79552,1,1,1
2,2,1,1,2,2,8,2,2,4,3,7,1,2,2,3,71000,1,2,2
1,2,1,0,2,10,1,2,3,1,1,2,1,2,2,4,89100,1,2,2
1,2,1,1,3,5,7,2,2,1,1,8,1,2,2,3,72100,1,2,2
1,2,1,1,2,2,8,2,2,1,1,5,1,2,2,3,132000,1,2,2
1,2,2,0,2,2,8,1,4,1,1,1,1,2,2,2,97000,1,2,2
1,2,1,0,3,2,1,3,3,1,1,1,1,2,2,4,153000,1,2,2
1,4,1,1,2,2,2,3,4,1,1,7,1,2,1,2,47904,1,1,3
1,5,1,1,3,7,7,1,1,1,1,8,1,2,3,3,51983,1,1,1
2,4,1,1,2,2,2,1,2,4,1,3,1,2,1,3,64380,1,1,3
2,1,1,1,3,2,1,2,4,1,1,4,1,1,1,4,1000000,1,1,1
2,1,1,0,2,5,10,1,2,1,1,2,1,2,1,1,750084,1,1,1
1,10,1,1,2,4,3,1,4,4,1,3,1,2,1,3,46507,1,1,1
1,9,1,0,2,2,8,2,3,1,1,4,1,2,1,4,55075,1,1,1
1,2,1,0,2,2,6,2,3,1,1,1,1,1,2,1,106000,1,2,2
1,2,1,0,2,8,3,3,2,1,1,3,1,2,2,3,167000,1,2,2
1,7,2,0,2,3,7,2,3,1,3,3,1,2,1,2,21168,2,3,1
1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,44449,1,1,1
1,1,1,1,2,2,8,2,1,1,1,1,1,1,1,1,72230,1,1,1
1,2,1,1,2,9,2,3,1,1,1,5,1,2,2,3,135000,1,2,2
1,1,1,0,3,10,8,1,2,1,3,4,1,2,1,3,44449,1,1,1
1,9,1,1,3,16,8,1,3,1,1,2,1,2,1,3,51408,1,1,1
1,9,1,0,2,10,2,2,4,1,1,2,1,2,1,2,36720,1,1,1
1,14,1,0,2,2,8,3,3,1,1,7,1,2,2,3,50728,1,1,1
1,18,1,1,2,2,7,1,2,1,1,2,2,1,1,6,36720,1,1,3
1,2,1,1,2,2,5,2,2,1,1,1,1,2,2,3,240000,1,2,2
1,2,1,1,2,2,6,2,4,1,1,1,2,2,2,3,150000,1,2,2
1,2,1,0,2,5,2,2,2,1,1,2,1,1,2,1,85000,1,2,2
1,2,1,1,2,4,5,2,1,1,1,2,1,1,2,3,94000,1,2,2
1,1,1,0,2,2,2,2,2,1,1,4,1,2,1,6,76397,1,1,1
1,2,1,0,1,5,7,1,2,1,1,2,1,2,2,2,660000,1,2,2
2,2,1,1,2,14,10,3,1,1,2,3,1,1,2,1,90000,1,2,2
1,11,3,1,2,4,7,2,3,1,1,2,1,2,1,3,23496,1,1,1
1,14,1,0,2,4,7,1,2,1,1,1,3,2,2,3,40261,1,1,1
1,1,1,1,2,2,1,3,2,1,1,2,1,1,1,4,118068,1,1,1
1,15,1,0,2,5,7,2,2,1,1,3,2,2,1,3,367164,1,1,1
2,15,2,0,2,2,3,2,4,1,3,2,1,2,1,3,57522,1,1,1
1,2,1,1,3,4,2,1,2,4,1,3,3,2,2,2,122000,1,2,2
1,9,1,1,2,4,6,2,4,1,1,4,1,2,1,1,82000,1,1,1
1,14,1,0,2,4,7,2,3,1,1,8,2,2,2,3,37845,1,1,1
1,8,1,1,2,15,8,2,2,1,1,3,1,1,1,3,42000,2,3,2
1,6,1,1,2,5,2,2,4,1,1,1,3,2,4,3,18785,2,3,2
1,19,1,0,2,2,2,2,3,1,1,2,1,2,1,2,62562,1,1,3
1,2,1,1,2,2,7,2,3,1,1,5,1,2,2,2,65000,1,2,2
1,16,1,1,1,2,9,2,2,1,1,7,1,2,1,3,102900,3,3,2
1,6,1,1,2,3,2,2,3,1,1,3,1,2,4,3,16437,2,3,2
2,2,1,1,2,3,3,1,4,1,1,1,2,2,2,3,144000,1,2,2
1,10,1,1,2,4,2,2,3,1,1,1,3,1,1,2,37940,1,1,1
2,2,1,1,2,2,8,2,3,1,1,3,1,2,2,3,72000,1,2,2
1,2,1,1,2,2,3,1,1,1,1,3,3,2,2,3,96000,1,2,2
1,2,1,1,3,6,10,2,3,7,2,1,1,2,2,3,145000,1,2,2
2,1,1,1,2,10,2,2,4,4,1,1,1,2,1,3,45838,1,1,1
1,2,1,1,1,2,7,1,1,1,1,3,2,2,2,3,75000,1,2,2
1,1,1,1,2,5,1,1,3,1,2,9,1,1,1,1,61401,1,1,1
2,11,1,0,2,2,2,2,3,1,1,8,1,2,1,3,28761,1,1,1
1,14,1,0,3,9,5,2,2,1,1,2,1,2,2,1,58781,1,1,1
1,11,1,1,2,2,6,3,3,1,1,1,1,2,1,7,660900,1,1,1
1,9,1,0,1,2,9,2,3,1,1,3,1,1,1,1,95462,1,1,1
1,14,1,1,2,2,6,2,3,1,1,8,1,1,2,3,80521,1,1,1
1,2,1,0,2,5,7,3,3,1,1,1,1,2,2,2,58000,1,2,2
1,2,1,1,1,2,7,3,4,1,1,1,2,2,2,3,85000,1,2,2
1,9,1,0,2,2,8,3,3,1,1,2,1,2,1,1,62268,1,1,1
1,15,1,1,2,2,2,2,3,1,1,9,1,2,1,3,440592,1,1,1
1,1,1,1,2,2,2,2,4,1,1,2,1,2,1,2,451716,1,1,1
1,8,1,1,1,2,3,2,3,1,1,1,1,2,1,3,33972,2,3,2
1,2,2,1,3,14,2,1,2,1,1,4,3,2,2,3,24000,1,2,2
1,6,1,1,2,2,2,2,4,1,1,3,3,2,4,2,53225,2,3,2
1,2,1,1,2,6,1,2,4,1,1,2,1,1,2,4,110000,1,2,2
1,9,1,1,2,2,2,2,3,1,1,3,2,2,1,3,74657,1,1,1
2,8,1,1,2,2,2,3,3,4,1,8,1,2,1,2,11676,2,3,2
1,3,1,0,2,2,8,2,3,1,1,7,1,2,1,3,66089,1,1,3
1,4,2,1,2,9,3,1,1,1,1,1,1,1,1,3,89832,1,1,3
1,5,1,0,2,2,3,2,2,1,1,1,1,2,3,2,32350,1,1,1
2,2,1,1,2,5,6,1,4,1,1,2,3,1,2,1,115000,1,2,2
1,6,1,1,3,2,2,3,3,1,1,9,3,2,4,3,26612,2,3,2
1,16,1,0,2,3,2,3,2,1,1,1,1,2,1,3,36000,3,3,2
1,9,1,0,3,2,8,1,3,1,1,2,2,2,1,1,37940,1,1,1
1,6,1,1,2,2,7,2,1,1,1,1,3,2,4,2,2818,2,3,2
1,2,2,1,3,2,3,1,1,1,1,1,2,2,2,3,125000,1,2,2
1,16,2,1,2,2,7,3,2,1,1,3,1,2,1,2,4176,3,3,2
1,19,1,1,1,5,7,2,2,4,1,3,1,1,1,3,87588,1,1,3
1,9,1,1,1,2,2,2,3,1,1,1,1,2,1,2,48948,1,1,1
1,2,1,1,1,2,7,1,3,4,1,1,3,2,2,3,80000,1,2,2
1,2,1,1,2,14,1,2,4,1,1,1,1,1,2,4,200000,1,2,2
1,15,1,1,2,5,6,2,4,1,1,9,1,2,1,1,29373,1,1,1
1,5,1,1,2,4,10,3,4,4,1,1,1,2,3,1,87971,1,1,1
2,13,1,1,2,2,1,2,3,1,1,9,2,1,5,4,82344,3,3,2
1,1,1,1,3,2,2,1,2,1,1,1,1,2,1,2,41671,1,1,1
1,9,1,1,1,2,7,2,2,1,1,1,1,2,1,3,58752,1,1,1
2,14,1,1,1,2,3,1,2,4,1,1,1,2,2,3,72469,1,1,1
1,4,1,1,2,2,2,1,4,1,1,3,1,2,1,3,57636,1,1,3
1,14,1,1,2,15,3,2,3,1,1,3,1,2,2,3,120782,1,1,1
1,6,3,1,2,2,4,1,3,1,1,9,1,2,4,2,18780,2,3,2
1,2,1,1,2,5,4,1,1,1,1,1,3,2,2,3,95000,1,2,2
1,19,3,1,2,14,3,2,2,1,1,3,1,2,1,3,38856,1,1,3
1,6,1,1,2,3,2,2,4,1,1,3,3,2,4,3,12524,2,3,2
1,2,1,1,1,5,4,2,3,1,2,8,2,2,2,3,100000,1,2,2
1,2,1,1,3,2,8,2,2,1,1,1,3,2,2,3,130000,1,2,2
1,2,1,0,2,2,6,2,2,1,1,1,1,2,2,1,115000,1,2,2
1,1,1,1,2,5,6,2,3,1,1,2,1,1,1,4,90288,1,1,1
1,15,1,0,2,4,7,3,2,1,1,2,2,2,1,3,27537,1,1,1
1,5,1,1,2,2,3,2,3,1,1,6,1,1,3,3,99967,1,1,1
1,9,2,1,2,5,7,2,4,1,1,2,1,2,1,2,20556,1,1,1
1,2,1,1,2,2,3,1,2,1,1,1,1,1,2,3,130000,1,2,2
2,19,1,1,2,4,6,1,3,1,1,3,1,1,1,3,212710,1,1,3
1,2,1,1,2,2,8,2,3,1,1,3,1,2,2,2,684000,1,2,2
2,2,1,1,1,11,9,2,2,1,1,3,1,1,2,4,230000,1,2,2
1,2,1,1,2,2,7,2,2,4,3,1,1,2,2,3,280000,1,2,2
2,2,1,1,2,2,2,2,3,1,1,4,3,2,2,3,60000,1,2,2
1,1,1,0,1,2,5,2,3,1,1,2,1,2,1,1,48616,1,1,1
1,2,1,1,2,2,8,3,2,1,1,1,1,2,2,3,108000,1,2,2
1,7,1,1,2,15,8,2,3,1,1,3,1,1,1,3,42348,2,3,1
2,2,1,1,1,6,5,2,4,4,1,3,1,2,2,3,112000,1,2,2
1,2,1,1,2,2,5,3,2,1,1,2,1,2,2,3,120000,1,2,2
1,9,1,0,2,10,8,2,4,1,1,9,1,2,1,2,46992,1,1,1
1,1,1,0,2,2,1,1,3,1,1,3,1,1,1,4,84731,1,1,1
1,1,1,0,2,2,5,3,3,1,1,3,1,2,1,3,65979,1,1,1
1,2,1,0,1,2,2,3,3,1,1,2,3,2,2,2,55000,1,2,2
1,2,1,1,2,2,8,2,2,1,1,3,1,2,2,3,70000,1,2,2
1,9,1,1,3,11,9,1,3,1,1,1,3,2,1,4,73428,1,1,1
1,9,1,1,2,2,6,3,3,1,1,3,1,2,1,1,87385,1,1,1
1,9,1,1,2,3,8,3,3,1,1,2,1,2,1,3,61194,1,1,1
2,10,1,1,2,10,7,2,2,1,1,3,1,2,1,3,48955,1,1,1
2,1,1,1,2,18,2,2,3,1,2,1,1,2,1,3,516720,1,1,1
1,14,1,0,2,2,8,3,1,1,1,3,1,1,2,3,52368,1,1,1
2,3,1,1,2,2,6,2,3,1,1,1,1,1,1,1,83224,1,1,3
1,16,1,1,2,3,7,2,2,1,1,3,1,1,1,3,24000,3,3,2
1,4,1,1,2,2,3,2,2,1,1,3,1,2,1,3,62380,1,1,3
1,1,1,1,3,14,6,1,2,1,1,2,1,1,1,1,66674,1,1,1
1,2,3,1,2,2,2,2,4,1,1,2,1,2,2,1,85000,1,2,2
1,18,1,1,2,2,3,2,1,1,1,3,1,2,1,3,30108,1,1,3
1,1,1,1,2,14,6,2,4,1,1,5,1,1,1,1,68049,1,1,1
1,2,1,1,3,7,8,2,4,1,1,8,1,2,2,3,109300,1,2,2
1,2,1,1,2,2,8,2,4,1,1,4,1,2,2,3,84000,1,2,2
1,6,1,1,2,2,2,3,1,1,1,1,3,2,4,3,37572,2,3,2
1,9,1,1,2,2,10,1,4,1,1,2,1,2,1,1,66084,1,1,1
1,2,1,1,2,2,8,1,2,1,1,1,1,1,2,3,150000,1,2,2
1,2,1,1,2,2,7,2,2,1,1,1,3,2,2,3,85000,1,2,2
1,2,1,1,2,2,7,2,2,1,1,1,1,2,2,3,87360,1,2,2
1,13,1,1,2,2,3,3,2,1,1,1,2,1,5,3,37428,3,3,2
1,2,1,0,2,2,6,1,4,1,1,1,1,1,2,1,97500,1,2,2
1,9,1,1,2,2,8,2,4,1,1,9,1,1,1,3,72696,1,1,1
1,14,2,1,1,14,3,2,4,1,1,3,1,2,2,3,54755,1,1,1
1,10,1,1,2,2,3,3,4,1,1,1,1,2,1,3,53851,1,1,1
1,2,1,0,2,2,3,2,3,1,1,1,1,2,2,3,43000,1,2,2
1,2,1,0,1,10,1,1,3,1,1,6,1,1,2,5,1620000,1,2,2
1,2,1,1,2,2,7,3,4,1,1,1,3,2,2,3,67000,1,2,2
1,4,1,0,1,2,3,2,3,1,1,1,1,1,1,1,82344,1,1,3
1,5,1,1,2,5,2,1,4,1,1,2,2,2,3,2,67977,1,1,1
1,2,1,1,1,12,8,1,2,1,1,4,1,1,2,4,110000,1,2,2
1,6,1,1,2,8,8,2,2,1,1,1,3,1,4,1,46963,2,3,2
1,2,1,1,2,2,2,1,2,1,1,4,1,2,2,3,102500,1,2,2
1,2,1,1,2,4,10,2,3,1,1,7,1,1,2,1,270000,1,2,2
1,5,1,1,3,12,7,1,3,1,1,3,1,1,3,1,127957,1,1,1
1,2,1,0,2,14,7,2,2,1,1,4,1,2,2,3,52000,1,2,2
1,6,2,1,2,5,7,4,3,1,1,1,1,2,4,1,5640,2,3,2
2,2,1,1,2,4,1,1,4,1,1,3,1,1,2,4,110000,1,2,2
1,12,1,1,2,2,6,1,3,1,1,1,1,1,4,1,47688,2,3,2
1,2,1,1,1,2,2,2,1,1,1,4,1,2,2,3,70500,1,2,2
1,1,1,1,2,4,3,3,3,1,1,8,1,2,1,3,56951,1,1,1
1,13,1,1,3,5,3,1,3,4,1,1,1,1,5,3,34311,3,3,2
1,10,1,1,2,2,3,2,2,1,1,3,1,2,1,3,45528,1,1,1
1,2,1,1,2,2,2,1,2,1,1,8,1,1,2,1,80000,1,2,2
2,2,1,1,2,5,2,2,3,1,3,4,1,2,2,2,62000,1,2,2
1,2,1,1,1,2,10,2,2,1,1,7,1,2,2,1,180000,1,2,2
1,6,1,1,3,2,8,3,4,1,1,1,3,2,4,1,9393,2,3,2
1,6,1,1,2,4,7,1,1,1,1,3,3,2,4,2,17220,2,3,2
1,10,1,1,2,2,6,1,3,1,1,3,1,1,1,1,53674,1,1,1
1,9,3,0,2,2,8,3,3,1,1,2,2,2,1,3,82000,1,1,1
1,14,1,0,1,2,3,2,1,1,1,1,1,2,2,2,35751,1,1,1
1,2,1,1,1,16,3,2,3,1,1,1,1,2,2,3,85000,1,2,2
1,1,1,1,2,5,6,3,3,1,1,1,1,2,1,3,36115,1,1,1
1,2,1,0,2,2,10,2,3,1,1,3,1,2,2,1,108000,1,2,2
1,9,2,0,2,2,2,3,1,1,1,2,1,2,1,2,13212,1,1,1
1,7,1,1,2,2,7,3,3,1,1,3,1,2,1,3,35292,2,3,1
1,1,1,1,2,2,8,3,3,1,1,4,1,2,1,2,30559,1,1,1
1,2,1,1,3,2,6,2,3,4,1,1,1,1,2,1,118000,1,2,2
1,3,2,1,2,2,5,3,3,1,1,3,3,1,1,1,76368,1,1,3
1,8,3,1,3,14,3,3,3,1,1,3,1,2,1,2,46704,2,3,2
1,6,1,1,2,3,4,2,1,1,1,9,3,2,4,2,5640,2,3,2
1,9,2,1,3,9,2,1,2,1,3,2,1,2,1,3,16152,1,1,1
1,8,1,0,2,6,2,2,3,1,1,5,1,2,1,2,6372,2,3,2
1,4,1,0,2,2,2,2,3,1,1,2,1,2,1,3,52404,1,1,3
2,10,1,1,2,2,6,2,3,1,1,2,1,1,1,1,61194,1,1,1
1,4,1,1,2,2,9,3,3,1,1,3,3,2,1,3,68868,1,1,3
1,6,1,1,2,4,3,3,4,1,1,3,3,2,4,3,18785,2,3,2
1,11,3,0,2,2,7,2,2,1,4,8,1,2,1,2,33045,1,1,1
2,16,1,1,2,2,2,1,3,1,1,3,1,1,1,1,21720,3,3,2
2,9,1,1,2,5,8,1,2,1,1,8,2,1,1,1,90567,1,1,1
1,2,2,0,2,17,7,2,4,4,2,7,1,2,2,2,10000,1,2,2
1,1,1,1,2,10,8,1,3,1,1,1,1,2,1,3,66674,1,1,1
1,9,3,1,2,2,8,2,2,1,1,3,1,1,1,3,61194,1,1,1
1,1,1,1,3,2,7,2,4,1,1,5,1,2,1,3,51394,1,1,1
1,6,1,1,2,2,4,2,3,3,1,2,3,2,4,3,1692,2,3,2
1,18,1,1,2,4,8,2,4,1,1,1,1,2,1,3,52627,1,1,3
1,2,1,0,2,2,8,2,3,1,1,4,1,1,2,1,147500,1,2,2
1,2,1,1,2,2,7,2,1,1,1,1,1,2,2,3,65000,1,2,2
1,6,1,1,2,2,7,2,4,1,1,1,3,2,4,3,12524,2,3,2
2,11,1,0,2,2,2,2,3,1,1,2,1,2,1,2,19092,1,1,1
1,10,1,0,2,2,3,3,3,1,2,8,1,2,1,2,37940,1,1,1
1,20,1,1,1,2,5,2,4,1,1,3,1,2,1,1,53604,1,1,3
1,6,1,1,2,2,2,2,4,1,1,3,3,2,4,2,8928,2,3,2
1,2,2,0,2,2,7,1,2,1,1,1,1,2,2,2,420000,1,2,2
1,2,1,1,2,2,1,2,3,1,1,3,1,2,2,4,150000,1,2,2
1,2,1,1,2,2,8,3,3,1,1,4,1,1,2,3,120000,1,2,2
1,7,1,0,2,2,4,2,2,1,1,5,3,2,1,3,12876,2,3,1
1,1,1,1,2,2,7,1,2,1,1,3,1,2,1,2,54589,1,1,1
2,2,1,0,2,2,6,2,1,1,1,1,1,1,2,3,300000,1,2,2
2,2,1,1,2,2,6,1,1,1,1,7,1,1,2,1,110000,1,2,2
2,16,1,1,3,10,3,2,2,1,1,3,1,2,1,3,36000,3,3,2
1,5,1,1,3,7,6,2,3,1,1,7,1,2,3,2,61300,1,1,1
1,2,1,1,1,4,4,1,4,11,2,3,2,2,2,3,95000,1,2,2
2,4,2,1,3,2,10,1,2,1,1,1,1,1,1,1,63624,1,1,3
1,2,1,1,1,14,2,1,4,1,1,8,1,2,2,3,155000,1,2,2
1,14,1,0,2,2,6,2,3,1,1,4,1,1,2,1,88573,1,1,1
1,2,1,1,1,14,4,2,4,1,1,3,1,1,2,3,40000,1,2,2
1,2,2,1,3,2,4,2,3,1,1,8,1,2,2,2,70000,1,2,2
1,2,1,1,3,3,3,3,2,1,1,4,3,2,2,3,70000,1,2,2
1,1,1,1,1,14,2,2,4,1,1,4,1,1,1,3,40282,1,1,1
1,6,2,1,2,2,4,2,3,1,1,2,3,2,4,2,5640,2,3,2
1,18,1,1,2,2,7,2,3,1,1,1,1,2,1,2,27900,1,1,3
1,9,1,1,2,2,5,2,2,1,1,3,1,2,1,3,110148,1,1,1
1,1,1,1,3,5,5,1,2,1,1,1,1,1,1,1,108345,1,1,1
1,1,1,1,2,5,7,2,2,1,1,2,1,2,1,3,454800,1,1,1
2,17,1,1,3,4,6,2,3,1,1,1,1,1,4,4,94788,1,1,2
1,7,1,1,2,3,7,2,3,1,1,3,1,2,1,3,44640,2,3,1
1,1,1,1,2,2,2,1,3,1,1,1,1,2,1,3,433380,1,1,1
1,6,1,1,2,2,7,2,2,1,1,4,3,2,4,3,2820,2,3,2
1,6,2,1,2,2,7,2,3,1,1,3,3,2,4,2,7358,2,3,2
1,13,1,0,2,2,2,2,2,1,1,2,1,2,5,3,15720,3,3,2
1,2,1,1,2,4,7,2,2,1,3,1,1,2,2,2,100000,1,2,2
1,6,1,1,3,2,8,1,2,1,1,1,3,1,4,1,18876,2,3,2
1,9,1,0,2,2,3,2,3,1,1,1,2,2,1,2,48955,1,1,1
2,6,1,1,2,2,7,1,4,1,1,1,1,2,4,3,15654,2,3,2
1,13,1,1,2,2,7,2,3,1,1,9,2,2,5,2,20274,3,3,2
1,2,1,1,1,2,2,2,2,4,1,1,1,2,2,3,85000,1,2,2
1,10,3,1,2,5,2,2,2,1,1,4,1,2,1,3,30597,1,1,1
1,7,1,1,2,2,3,3,3,1,1,2,1,2,1,3,26112,2,3,1
2,6,1,1,3,11,2,2,3,1,1,3,3,2,4,3,31309,2,3,2
1,1,1,1,2,3,8,1,3,1,1,1,1,2,1,3,104178,1,1,1
1,4,1,1,2,2,9,2,1,1,1,3,1,1,1,1,67368,1,1,3
1,13,3,0,2,2,2,1,3,1,1,9,2,2,5,2,2880,3,3,2
2,2,1,0,2,2,8,2,4,1,1,3,1,1,2,3,140000,1,2,2
2,14,1,1,2,2,8,3,3,1,1,4,1,2,2,1,56365,1,1,1
1,2,1,1,1,2,7,1,4,4,1,1,1,2,2,1,92000,1,2,2
1,2,1,0,2,8,10,2,3,1,1,4,3,1,2,1,150000,1,2,2
1,19,1,1,1,2,2,1,4,1,1,8,1,2,1,3,87588,1,1,3
1,1,1,0,1,2,4,1,1,4,1,7,1,2,1,2,34726,1,1,1
