Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Continent,Age,ConvertedSalary,HDI,GDP,GINI,TempTreatment
1,2,1,8,7,4,4,2,2,1,1,8,6,2,6,0,1,2,2,0
2,1,1,1,8,1,9,3,1,1,1,1,1,1,7,61118,1,1,1,0
1,2,1,2,11,1,3,3,4,1,1,3,6,2,2,32000,1,2,2,0
1,6,2,3,1,7,1,2,2,1,2,3,1,1,1,2796,1,1,1,0
1,7,1,8,1,7,3,4,1,1,1,4,1,1,6,0,1,1,1,0
2,14,2,3,1,7,4,4,4,1,3,4,1,2,2,8700,1,1,1,0
1,6,2,5,1,1,1,3,1,1,1,4,1,1,1,7344,1,1,1,0
1,2,2,2,1,1,2,2,4,1,1,2,1,2,1,125000,1,2,2,0
1,4,2,2,4,2,4,3,3,2,1,4,2,3,1,0,2,3,2,0
1,2,1,1,8,1,2,4,3,2,2,3,1,2,2,0,1,2,2,0
1,11,1,3,9,12,4,2,2,1,1,7,4,3,6,0,2,3,2,0
1,4,1,1,1,1,1,1,1,1,1,2,1,3,2,9396,2,3,2,0
1,16,1,4,1,1,4,3,3,2,1,4,1,1,2,6684,3,3,2,0
2,4,1,1,4,2,4,3,2,1,1,7,3,3,2,0,2,3,2,0
1,8,3,2,7,1,3,1,2,1,1,8,1,1,2,10620,2,3,2,0
1,4,3,1,1,1,4,1,3,1,1,4,2,3,1,1884,2,3,2,0
2,2,2,1,1,1,4,3,4,2,1,4,3,2,2,4000,1,2,2,0
1,13,3,2,1,1,1,3,4,1,1,2,6,5,1,1272,3,3,2,0
1,2,2,4,1,8,1,1,4,1,1,5,1,2,2,0,1,2,2,0
1,4,1,1,4,1,3,3,2,1,4,4,5,3,1,0,2,3,2,0
1,12,1,1,1,1,5,3,4,1,1,5,1,4,2,199950,1,1,1,0
1,4,1,1,1,1,1,3,1,1,1,7,1,3,2,0,2,3,2,0
1,4,3,8,7,13,1,4,1,1,1,4,1,3,3,156550,2,3,2,0
1,2,1,2,10,1,8,3,1,1,1,2,1,2,4,0,1,2,2,0
1,2,1,4,2,4,3,3,1,2,1,4,1,2,2,54000,1,2,2,0
1,2,1,9,1,7,3,3,2,1,1,4,1,2,1,0,1,2,2,0
1,19,2,3,1,1,4,1,3,1,1,4,1,1,1,0,1,1,3,0
1,1,1,3,3,17,4,4,1,1,1,5,1,1,6,0,1,1,1,0
1,2,1,5,6,12,1,1,4,2,1,2,1,2,4,0,1,2,2,0
1,1,2,1,1,5,2,3,4,1,1,4,1,1,2,61194,1,1,1,0
1,1,2,1,1,8,4,3,1,1,1,5,2,1,1,69452,1,1,1,0
2,4,1,4,1,2,4,1,4,1,1,2,1,3,2,6262,2,3,2,0
1,13,2,8,1,1,2,3,2,1,1,4,1,5,2,1000000,3,3,2,0
1,2,1,1,8,1,4,3,3,1,1,2,1,2,2,130000,1,2,2,0
1,12,1,3,2,8,1,3,3,1,1,4,1,4,6,0,1,1,1,0
2,1,2,4,8,8,4,3,3,1,1,4,1,1,2,9723,1,1,1,0
1,6,2,1,1,8,4,1,3,1,1,2,1,1,1,0,1,1,1,0
1,14,1,8,7,1,1,3,1,1,1,2,5,2,6,0,1,1,1,0
1,2,1,1,1,1,1,3,2,1,1,4,4,2,3,95246,1,2,2,0
1,2,3,4,1,1,8,2,2,1,1,2,1,2,2,75000,1,2,2,0
1,13,2,3,1,4,1,3,2,1,1,4,1,5,1,28068,3,3,2,0
1,6,2,2,1,1,1,3,1,1,1,8,1,1,1,17628,1,1,1,0
1,10,2,4,1,1,1,1,3,1,1,2,1,1,1,0,1,1,1,0
1,2,1,9,1,1,1,3,4,1,1,2,1,2,2,125000,1,2,2,0
1,4,2,1,3,12,3,3,4,1,2,9,3,3,1,1884,2,3,2,0
1,3,1,2,1,1,9,3,2,1,1,8,1,1,5,17628,1,1,3,0
1,1,1,3,1,17,3,3,1,2,3,2,1,1,6,0,1,1,1,0
1,5,2,1,1,1,3,1,2,1,1,1,1,1,1,28236,2,3,1,0
1,4,1,1,4,15,4,4,2,1,1,1,3,3,2,3006,2,3,2,0
1,6,2,4,1,1,4,3,2,1,1,8,1,1,1,20806,1,1,1,0
1,2,1,1,5,3,3,1,2,1,1,3,1,2,2,0,1,2,2,0
1,7,1,8,1,12,4,4,1,1,1,4,1,1,6,0,1,1,1,0
2,13,1,1,7,4,4,1,2,1,1,1,6,5,1,5244,3,3,2,0
1,14,1,4,1,8,2,2,1,1,1,2,1,2,2,85000,1,1,1,0
1,2,1,1,2,3,1,3,2,1,1,6,1,2,2,107000,1,2,2,0
1,10,2,3,1,1,2,2,3,1,1,1,1,1,1,177462,1,1,1,0
1,2,1,1,5,1,4,2,4,2,2,5,1,2,3,92000,1,2,2,0
1,2,2,1,1,12,1,3,1,1,1,2,1,2,1,116000,1,2,2,0
1,15,1,4,1,1,6,3,1,1,1,7,6,1,2,46507,1,1,1,0
1,7,1,1,1,4,1,1,2,1,1,2,1,1,2,34608,1,1,1,0
1,7,2,1,1,16,10,3,2,1,1,1,6,1,3,2940,1,1,1,0
1,7,2,2,1,1,4,3,2,1,1,2,1,1,2,6612,1,1,1,0
1,10,3,3,1,1,4,3,3,1,1,5,1,1,6,18350,1,1,1,0
1,2,1,1,11,4,3,3,2,1,1,4,6,2,1,0,1,2,2,0
1,1,1,2,7,12,4,2,2,1,1,1,1,1,1,0,1,1,1,0
1,4,1,1,1,1,3,1,4,1,1,4,3,3,1,4383,2,3,2,0
1,7,1,1,2,4,1,4,3,1,1,2,1,1,2,0,1,1,1,0
1,6,1,2,9,3,4,1,3,1,1,9,1,1,3,5880,1,1,1,0
1,1,1,1,1,4,4,4,1,1,1,5,1,1,2,0,1,1,1,0
1,3,2,3,1,1,4,1,2,1,1,9,3,1,3,3672,1,1,3,0
1,15,2,3,1,16,3,4,4,1,1,5,1,1,1,1850,1,1,1,0
1,2,2,2,1,1,1,1,4,1,1,4,1,2,1,2000000,1,2,2,0
2,4,1,2,6,1,4,1,1,1,1,7,1,3,1,18003,2,3,2,0
1,3,2,1,1,13,1,3,1,1,1,5,1,1,1,0,1,1,3,0
1,1,2,3,8,1,2,1,2,1,1,1,1,1,1,69452,1,1,1,0
1,8,2,2,7,1,1,3,2,1,1,2,3,1,2,0,2,3,2,0
1,8,1,4,9,1,2,3,1,1,1,2,1,1,2,31848,2,3,2,0
1,2,1,3,1,1,4,4,3,1,1,4,1,2,6,0,1,2,2,0
1,14,2,2,1,18,4,1,2,2,1,4,1,2,1,4026,1,1,1,0
1,2,2,8,1,1,4,2,2,1,1,4,1,2,1,0,1,2,2,0
1,2,2,1,1,8,4,1,4,1,1,2,3,2,2,14000,1,2,2,0
1,16,1,4,6,1,3,3,2,1,1,4,1,1,2,6000,3,3,2,0
2,7,1,3,1,1,9,3,3,1,1,7,1,1,4,122388,1,1,1,0
1,2,1,8,1,17,3,1,4,1,1,1,1,2,1,1000000,1,2,2,0
1,6,1,4,4,1,9,4,2,1,1,4,3,1,2,36700,1,1,1,0
1,2,1,5,12,1,6,1,2,1,1,1,1,2,3,65000,1,2,2,0
1,12,2,1,1,1,6,1,1,1,1,1,3,4,2,20793,1,1,1,0
1,1,2,4,1,8,1,3,4,2,2,4,1,1,2,19447,1,1,1,0
2,4,2,3,1,1,3,3,2,1,3,2,3,3,1,0,2,3,2,0
1,4,2,5,4,3,3,2,3,1,4,3,3,3,1,1884,2,3,2,0
1,2,2,2,1,4,2,4,2,1,1,4,1,2,1,0,1,2,2,0
1,2,1,3,7,17,4,4,3,1,1,2,2,2,6,0,1,2,2,0
1,2,2,3,4,1,3,3,1,1,1,4,1,2,1,20000,1,2,2,0
2,2,2,1,1,1,1,1,2,2,3,4,1,2,1,0,1,2,2,0
1,6,2,1,1,1,4,3,4,1,1,4,1,1,1,17628,1,1,1,0
1,2,2,3,4,1,4,1,1,1,1,4,1,2,1,25000,1,2,2,0
2,6,1,4,1,1,1,1,4,1,1,3,1,1,1,39164,1,1,1,0
1,13,1,9,6,1,4,3,2,1,1,9,6,5,6,0,3,3,2,0
1,4,2,1,1,1,3,3,1,1,1,8,1,3,3,7827,2,3,2,0
1,1,2,3,2,13,4,1,2,1,1,2,1,1,1,0,1,1,1,0
1,12,1,1,1,1,6,1,2,1,1,4,1,4,3,0,1,1,1,0
1,17,1,3,1,1,2,1,3,1,1,1,4,3,1,6000,1,1,2,0
1,5,3,1,8,4,3,2,4,1,1,2,1,1,2,30000,2,3,1,0
1,17,3,2,1,1,8,1,4,1,1,2,4,3,2,140436,1,1,2,0
1,4,2,1,7,1,3,1,2,1,1,4,1,3,1,0,2,3,2,0
1,18,2,3,1,1,4,3,3,1,1,2,1,1,1,1836,1,1,3,0
1,2,2,2,1,1,1,1,4,1,1,2,4,2,1,30000,1,2,2,0
1,11,2,3,1,1,4,3,2,1,1,4,1,3,1,2760,2,3,2,0
1,14,1,8,5,1,4,4,3,1,1,4,1,2,6,8052,1,1,1,0
1,9,1,2,8,1,2,2,4,1,1,1,1,1,4,0,1,1,3,0
1,1,1,2,3,4,4,3,3,2,1,1,1,1,2,55562,1,1,1,0
1,10,2,3,5,1,10,1,4,1,4,2,1,1,1,46992,1,1,1,0
1,7,1,8,1,1,1,3,1,1,1,5,1,1,1,0,1,1,1,0
1,7,2,3,1,1,4,3,1,1,2,4,1,1,1,22032,1,1,1,0
1,7,1,8,7,1,1,4,4,1,1,2,1,1,6,0,1,1,1,0
1,5,1,3,10,7,3,3,1,1,1,8,1,1,2,7416,2,3,1,0
1,2,2,1,8,1,4,3,2,1,1,4,1,2,2,30000,1,2,2,0
1,20,2,2,4,6,1,3,2,1,1,1,1,1,1,4608,1,1,3,0
1,3,1,8,9,4,3,3,1,1,1,5,1,1,1,8808,1,1,3,0
2,10,2,1,1,13,5,1,4,2,1,1,6,1,2,14688,1,1,1,0
1,3,2,3,1,1,1,3,2,1,1,8,1,1,1,0,1,1,3,0
1,2,2,3,1,1,4,1,2,1,1,7,6,2,1,11000,1,2,2,0
1,1,2,1,1,17,4,2,2,1,1,4,1,1,2,0,1,1,1,0
1,12,1,5,4,1,9,3,4,1,1,4,1,4,5,39987,1,1,1,0
1,6,2,4,4,1,4,1,1,1,1,4,1,1,1,0,1,1,1,0
1,14,1,4,4,14,6,3,3,1,1,2,3,2,2,71664,1,1,1,1
2,19,2,4,1,8,1,2,2,1,1,2,1,1,1,50179,1,1,3,0
1,7,1,2,9,1,2,3,3,1,1,2,1,1,2,73433,1,1,1,0
1,14,2,1,1,1,1,2,2,1,1,4,6,2,2,2904,1,1,1,0
1,13,1,3,8,1,3,2,2,1,1,7,1,5,1,2244,3,3,2,0
1,2,1,4,1,1,1,2,2,1,1,2,3,2,1,0,1,2,2,0
1,4,2,4,1,1,4,1,1,1,1,4,1,3,2,0,2,3,2,0
1,13,1,1,1,8,9,3,4,1,1,4,1,5,4,37428,3,3,2,0
1,2,2,5,1,1,4,1,4,1,1,4,1,2,1,750000,1,2,2,0
1,2,2,3,1,16,4,1,4,2,1,5,2,2,1,84000,1,2,2,0
1,1,2,2,1,3,1,3,4,1,1,4,1,1,1,0,1,1,1,0
2,14,2,4,1,13,1,2,2,1,1,4,6,2,2,14494,1,1,1,0
1,4,2,1,4,1,3,3,1,1,1,4,3,3,1,9393,2,3,2,0
1,14,1,1,1,1,6,3,1,1,1,4,1,2,2,80521,1,1,1,0
1,7,2,1,1,1,6,1,4,1,1,1,1,1,2,0,1,1,1,0
1,4,1,3,6,12,1,3,3,1,4,4,1,3,6,0,2,3,2,0
1,14,1,3,8,17,3,3,1,1,4,2,3,2,6,0,1,1,1,0
2,2,1,1,1,4,6,3,3,1,1,5,4,2,2,175000,1,2,2,0
2,4,1,1,3,8,3,1,2,1,1,4,3,3,1,0,2,3,2,0
1,5,1,3,1,1,1,3,1,1,1,3,1,1,1,2820,2,3,1,0
2,1,2,4,4,12,4,1,1,1,1,2,1,1,2,33687,1,1,1,0
1,2,1,3,1,12,4,1,2,1,1,4,6,2,6,300000,1,2,2,0
1,6,1,4,1,1,3,3,2,2,1,8,1,1,2,14688,1,1,1,0
1,4,1,3,7,1,3,1,3,1,1,2,6,3,1,1000000,2,3,2,0
1,2,1,1,7,1,7,1,1,1,1,4,1,2,2,140000,1,2,2,0
1,18,1,1,1,1,6,3,1,1,1,2,1,1,2,46992,1,1,3,0
1,2,2,1,7,7,1,3,1,1,1,6,2,2,1,13200,1,2,2,0
1,2,3,2,1,1,2,4,4,1,1,8,1,2,2,0,1,2,2,0
1,14,1,2,10,7,3,1,3,2,1,8,5,2,2,9663,1,1,1,0
1,4,1,4,1,1,3,2,2,1,1,2,1,3,1,313,2,3,2,0
2,14,2,1,1,1,1,1,3,1,1,4,1,2,1,78911,1,1,1,0
2,6,2,4,7,1,1,3,2,2,1,8,6,1,2,19200,1,1,1,0
1,2,1,1,1,1,1,1,1,1,1,4,1,2,1,0,1,2,2,0
1,7,2,1,1,6,6,1,1,2,2,2,1,1,1,0,1,1,1,0
1,4,1,1,1,17,4,1,2,1,1,3,1,3,1,4692,2,3,2,0
1,8,2,1,6,13,4,3,2,2,1,2,1,1,1,11040,2,3,2,0
1,2,2,1,1,1,4,3,4,1,1,8,1,2,1,141000,1,2,2,0
1,4,1,1,1,1,1,2,1,1,1,4,2,3,2,4696,2,3,2,0
1,8,1,8,1,3,4,4,1,1,1,8,1,1,6,0,2,3,2,0
1,14,1,3,1,17,1,1,3,1,1,5,1,2,6,0,1,1,1,0
1,14,2,4,4,1,4,1,2,1,1,4,1,2,1,16104,1,1,1,0
1,14,1,2,10,1,1,3,2,1,1,2,1,2,2,0,1,1,1,0
1,2,1,1,10,1,4,1,1,1,1,1,1,2,2,15000,1,2,2,0
1,4,2,1,3,4,4,1,1,1,1,4,3,3,2,7514,2,3,2,0
1,20,1,4,3,1,2,1,2,1,1,1,1,1,2,44064,1,1,3,0
1,7,1,8,1,7,3,4,1,1,1,5,1,1,6,1200,1,1,1,0
1,8,1,9,1,17,1,3,2,1,1,9,1,1,6,84,2,3,2,0
1,6,3,1,1,1,3,2,2,1,1,4,1,1,1,17388,1,1,1,0
1,14,1,1,2,3,4,3,2,1,1,4,1,2,2,40261,1,1,1,0
1,3,2,8,1,1,4,4,2,1,1,2,1,1,6,1450,1,1,3,0
1,1,1,3,4,17,4,4,3,1,1,4,1,1,6,0,1,1,1,0
1,7,2,3,1,17,1,3,2,1,1,1,1,1,1,0,1,1,1,0
1,4,1,3,1,2,4,1,3,1,1,1,1,3,1,0,2,3,2,0
1,7,2,3,1,2,6,1,2,1,1,8,1,1,2,3050,1,1,1,0
1,2,1,8,1,1,3,3,3,1,1,2,1,2,6,0,1,2,2,0
1,8,1,2,1,1,8,1,2,1,1,1,1,1,2,14856,2,3,2,0
1,17,2,8,1,17,4,2,2,1,1,8,4,3,1,35112,1,1,2,0
1,2,1,1,2,11,9,4,3,1,1,8,1,2,4,2000000,1,2,2,0
1,7,2,3,1,15,1,1,1,2,4,6,1,1,1,7344,1,1,1,0
1,4,1,8,1,1,1,4,3,1,1,2,3,3,1,0,2,3,2,0
1,9,1,8,1,1,1,3,2,1,1,3,1,1,1,7488,1,1,3,0
1,6,2,4,7,1,4,1,2,1,2,5,1,1,1,0,1,1,1,0
2,4,2,1,1,3,4,3,2,1,1,4,3,3,1,23482,2,3,2,0
1,7,2,3,1,1,1,2,2,1,1,1,3,1,1,11748,1,1,1,0
1,2,1,4,1,1,10,1,4,1,1,2,1,2,4,100000,1,2,2,0
1,2,1,2,12,1,10,1,2,1,1,1,1,2,3,660000,1,2,2,0
1,2,1,1,6,1,2,1,4,1,1,4,1,2,2,89000,1,2,2,0
1,1,1,4,1,1,6,1,1,1,1,2,1,1,2,55562,1,1,1,0
1,14,3,2,1,8,1,3,2,1,1,3,5,2,1,6050,1,1,1,0
1,2,1,4,1,17,7,3,1,2,1,8,1,2,4,2400,1,2,2,0
1,4,1,1,1,13,2,2,3,1,1,4,1,3,1,18785,2,3,2,0
1,8,1,8,8,1,1,4,3,1,4,4,1,1,6,450,2,3,2,0
1,14,1,8,1,11,5,2,1,1,1,2,7,2,2,72469,1,1,1,0
1,2,3,3,1,7,3,2,4,2,1,4,1,2,1,17300,1,2,2,0
1,4,2,1,1,1,3,3,2,1,1,4,3,3,1,0,2,3,2,0
2,4,1,1,7,3,4,1,2,1,1,5,1,3,1,13917,2,3,2,0
1,19,2,2,1,3,1,1,2,1,1,2,1,1,1,62562,1,1,3,0
1,17,1,1,1,1,8,1,2,1,1,2,1,3,3,122880,1,1,2,0
1,19,1,8,4,1,4,4,3,1,1,1,1,1,1,730,1,1,3,0
1,18,2,3,1,8,1,3,4,1,1,5,1,1,1,0,1,1,3,0
1,14,1,3,1,12,4,3,4,1,2,4,1,2,1,28200,1,1,1,0
1,2,2,3,1,1,3,1,2,1,1,1,1,2,1,0,1,2,2,0
1,2,1,1,1,1,2,3,1,1,1,2,1,2,2,100000,1,2,2,0
1,13,2,2,3,1,1,3,1,1,1,4,6,5,1,3816,3,3,2,0
1,1,1,4,9,3,2,3,2,1,1,2,1,1,2,30559,1,1,1,0
1,2,1,8,1,1,4,1,2,1,1,2,1,2,2,30,1,2,2,0
1,3,2,3,1,1,4,1,2,1,1,3,1,1,1,6612,1,1,3,0
1,2,1,1,8,1,9,1,2,1,1,2,5,2,4,115000,1,2,2,0
1,4,1,4,1,1,4,1,2,1,1,4,1,3,3,0,2,3,2,0
1,7,2,1,2,3,6,3,4,1,1,2,1,1,1,4404,1,1,1,0
1,8,1,2,4,7,4,2,1,1,1,4,3,1,2,18000,2,3,2,0
1,7,2,1,1,1,1,1,4,1,1,2,1,1,1,6612,1,1,1,0
1,2,1,1,9,7,3,2,1,1,2,4,1,2,2,35000,1,2,2,0
1,12,1,9,1,4,1,1,4,1,1,5,1,4,2,79973,1,1,1,0
1,15,2,6,1,7,4,1,2,1,1,6,1,1,1,22032,1,1,1,0
1,2,1,1,1,11,4,4,3,1,1,4,1,2,6,3600,1,2,2,0
1,4,1,8,1,1,3,4,2,1,1,9,3,3,6,0,2,3,2,0
1,2,2,3,1,3,4,1,2,1,2,4,1,2,1,44000,1,2,2,0
1,2,1,1,1,1,8,1,3,1,1,2,1,2,3,90000,1,2,2,0
1,2,2,2,1,1,1,1,4,1,1,5,1,2,1,1440,1,2,2,0
1,4,2,4,7,1,4,3,3,1,1,2,3,3,2,5640,2,3,2,0
1,9,2,2,1,1,1,3,2,1,1,1,1,1,2,0,1,1,3,0
1,3,2,3,3,3,1,1,1,1,4,5,1,1,1,5292,1,1,3,0
1,6,1,4,1,1,4,3,2,2,2,8,1,1,1,0,1,1,1,0
1,4,2,3,1,17,1,4,3,1,1,4,1,3,1,0,2,3,2,0
1,1,2,2,1,1,4,3,2,1,1,2,4,1,1,0,1,1,1,0
1,6,2,1,1,1,2,3,3,1,1,4,6,1,1,18000,1,1,1,0
1,4,2,1,1,1,3,4,4,1,1,9,3,3,1,42000,2,3,2,0
1,16,1,4,1,1,1,3,1,2,1,2,1,1,2,24000,3,3,2,0
1,11,1,1,1,1,2,3,2,1,1,2,4,3,2,22248,2,3,2,0
1,6,1,1,10,1,3,3,1,1,1,8,1,1,2,14688,1,1,1,0
1,2,2,5,1,11,3,1,3,1,1,6,6,2,2,27500,1,2,2,0
1,14,1,3,1,7,4,4,4,1,1,1,5,2,6,1000000,1,1,1,0
1,13,1,2,1,1,2,3,1,1,1,5,1,5,2,29195,3,3,2,0
1,1,1,1,1,1,3,3,2,1,1,2,1,1,1,20004,1,1,1,0
1,2,1,2,12,1,2,1,1,1,1,4,1,2,2,68000,1,2,2,0
1,3,1,8,1,7,1,4,1,1,1,2,1,1,3,0,1,1,3,0
2,4,2,3,4,1,1,3,2,1,1,2,2,3,1,0,2,3,2,0
1,4,1,1,7,1,4,1,2,1,4,1,2,3,2,1884,2,3,2,0
1,2,1,1,1,2,1,2,2,1,1,7,3,2,1,0,1,2,2,0
1,10,1,1,1,1,1,1,1,1,1,6,1,1,3,61194,1,1,1,0
1,8,1,7,1,1,6,1,2,2,1,7,1,1,4,10620,2,3,2,0
1,1,1,7,9,8,11,1,2,1,1,2,1,1,2,38893,1,1,1,0
1,1,2,1,1,1,4,2,2,1,1,4,1,1,1,0,1,1,1,0
1,9,2,3,1,1,4,3,2,1,1,5,1,1,2,14976,1,1,3,0
1,1,2,3,8,6,2,1,2,1,1,1,1,1,1,34726,1,1,1,0
1,4,1,4,7,1,1,1,2,1,1,4,2,3,2,11268,2,3,2,0
1,20,1,1,10,1,1,1,4,1,1,1,1,1,2,44064,1,1,3,0
1,14,1,4,7,13,4,1,2,1,1,2,1,2,6,80500,1,1,1,0
1,4,2,2,1,1,3,4,2,1,1,8,1,3,1,0,2,3,2,0
1,6,1,6,1,4,6,3,2,1,1,2,1,1,2,77104,1,1,1,0
2,13,2,3,1,7,3,2,2,1,1,8,7,5,1,149724,3,3,2,0
1,7,1,4,8,1,6,1,2,1,1,2,1,1,2,49932,1,1,1,0
1,1,1,3,1,1,1,3,2,2,2,5,1,1,1,0,1,1,1,0
1,4,2,1,4,8,4,1,3,1,1,4,3,3,1,188,2,3,2,0
1,2,1,2,1,13,7,1,3,1,1,5,3,2,2,0,1,2,2,0
1,4,2,3,7,4,3,3,4,1,1,4,1,3,1,0,2,3,2,0
1,8,1,2,9,8,3,3,2,2,1,9,1,1,2,4248,2,3,2,0
1,2,2,1,1,4,1,2,2,1,1,8,6,2,2,57600,1,2,2,0
1,8,1,3,6,12,4,3,1,1,1,8,1,1,6,21228,2,3,2,0
1,13,1,2,9,1,2,2,2,1,1,7,6,5,4,40549,3,3,2,0
2,2,1,1,1,1,4,1,4,1,1,4,1,2,2,92000,1,2,2,0
1,2,1,8,4,1,2,3,2,1,1,4,1,2,6,0,1,2,2,0
1,4,2,1,1,1,3,1,2,1,1,4,2,3,1,2256,2,3,2,0
1,13,3,2,1,1,3,3,1,1,1,1,5,5,1,0,3,3,2,0
1,7,2,3,1,6,2,3,2,1,3,1,1,1,1,11076,1,1,1,0
1,5,1,3,4,1,1,1,2,1,2,2,1,1,1,0,2,3,1,0
1,5,1,8,1,1,4,3,2,1,1,8,1,1,6,0,2,3,1,0
1,5,1,3,10,1,4,3,1,1,1,8,1,1,1,0,2,3,1,0
1,1,2,3,1,1,1,2,2,1,1,4,1,1,1,0,1,1,1,0
1,2,2,3,1,1,3,3,3,1,1,4,1,2,1,8000,1,2,2,0
1,7,2,3,1,1,4,4,2,1,1,4,1,1,1,0,1,1,1,0
1,7,1,4,1,10,3,4,1,1,1,7,3,1,2,51403,1,1,1,0
1,1,1,8,8,1,1,2,3,1,1,2,1,1,6,0,1,1,1,0
1,10,1,1,1,1,5,2,3,1,1,8,1,1,2,100020,1,1,1,0
1,1,2,4,1,1,2,3,2,1,1,1,1,1,2,20836,1,1,1,0
1,14,2,1,1,12,4,3,1,1,1,1,1,2,1,32200,1,1,1,0
1,2,2,1,8,8,2,3,3,1,1,2,1,2,1,0,1,2,2,0
2,1,2,2,3,1,4,1,3,2,1,1,1,1,1,34726,1,1,1,0
1,2,2,2,2,13,3,3,3,1,1,3,1,2,2,36000,1,2,2,0
1,7,1,3,4,7,4,4,4,1,1,4,1,1,1,5880,1,1,1,0
1,16,1,4,1,1,1,2,3,1,1,4,1,1,1,12000,3,3,2,0
1,7,1,3,1,12,4,3,1,1,1,2,1,1,1,0,1,1,1,0
1,16,1,1,4,1,3,1,2,1,1,2,1,1,1,2088,3,3,2,0
1,2,1,1,1,1,5,1,2,1,1,1,1,2,4,111000,1,2,2,0
1,4,2,3,1,1,3,1,2,1,1,4,1,3,5,0,2,3,2,0
2,14,1,4,1,2,6,3,2,1,1,1,6,2,2,48312,1,1,1,0
2,4,2,4,7,8,4,3,1,2,1,2,3,3,2,0,2,3,2,0
1,7,2,2,4,4,3,1,4,1,1,7,1,1,2,11016,1,1,1,0
1,5,1,3,1,7,4,4,2,1,1,1,1,1,2,0,2,3,1,0
1,19,2,1,1,15,6,1,4,1,1,1,1,1,2,0,1,1,3,0
1,6,1,4,1,1,4,2,3,2,1,2,1,1,2,39164,1,1,1,0
1,10,1,3,9,1,4,3,2,1,1,3,1,1,6,0,1,1,1,0
1,2,1,1,5,1,3,1,3,1,1,2,5,2,1,50400,1,2,2,0
1,20,1,3,1,17,4,3,4,1,1,2,1,1,6,0,1,1,3,0
1,4,1,2,1,1,4,2,2,1,1,1,3,3,1,9393,2,3,2,0
1,5,1,8,3,7,1,3,4,1,1,4,1,1,6,180,2,3,1,0
1,2,2,2,1,11,4,3,2,1,1,6,6,2,1,4200,1,2,2,0
1,4,2,1,1,1,1,3,3,1,1,4,3,3,1,0,2,3,2,0
1,4,2,1,1,7,1,4,3,1,1,7,1,3,1,1400,2,3,2,0
1,4,1,1,1,1,2,2,2,1,1,7,3,3,2,21133,2,3,2,0
2,2,2,4,1,6,4,1,2,1,1,2,3,2,2,14400,1,2,2,0
1,2,1,4,1,1,9,1,1,2,1,2,1,2,4,120000,1,2,2,0
1,7,1,3,1,1,4,4,4,1,2,1,1,1,6,876,1,1,1,0
1,2,1,9,1,2,3,4,2,2,1,9,1,2,4,30000,1,2,2,0
1,7,2,3,1,1,4,3,1,1,1,4,4,1,1,0,1,1,1,0
1,2,1,1,7,1,8,1,2,1,1,2,6,2,2,135000,1,2,2,0
1,4,1,3,9,1,4,4,1,1,1,1,3,3,6,0,2,3,2,0
1,2,1,2,9,1,1,1,3,1,1,8,1,2,2,95000,1,2,2,0
1,15,3,2,1,1,2,3,1,1,1,6,6,1,1,24478,1,1,1,0
2,19,1,4,1,1,4,1,1,1,1,5,1,1,2,62556,1,1,3,0
1,6,1,8,5,16,4,2,2,2,4,2,1,1,6,29376,1,1,1,0
1,9,2,3,1,7,3,3,2,1,2,4,1,1,1,14976,1,1,3,0
1,4,2,2,7,1,1,4,1,1,1,8,3,3,1,0,2,3,2,0
1,14,2,1,8,1,3,3,3,1,1,3,1,2,1,0,1,1,1,0
1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,2,2,0
1,14,1,1,1,1,6,3,4,1,1,5,5,2,2,25767,1,1,1,0
2,2,1,1,1,1,8,1,1,1,1,6,1,2,4,185000,1,2,2,0
2,14,2,3,1,7,4,2,2,1,1,1,1,2,1,6768,1,1,1,0
1,2,2,1,1,2,3,3,2,1,1,4,3,2,1,9600,1,2,2,0
1,13,2,3,1,1,4,4,3,1,3,1,6,5,1,1500,3,3,2,0
1,2,1,1,5,4,3,3,2,1,1,5,1,2,1,0,1,2,2,0
1,4,2,2,7,1,3,3,4,1,1,4,4,3,1,2820,2,3,2,0
1,8,1,8,7,1,3,3,1,1,1,7,4,1,6,0,2,3,2,0
1,2,1,8,1,4,3,4,2,1,1,1,1,2,3,0,1,2,2,0
1,14,2,2,1,1,4,3,1,1,3,3,2,2,1,55270,1,1,1,0
2,4,2,1,5,1,4,2,2,1,1,4,3,3,1,78,2,3,2,0
1,4,2,1,1,1,4,2,2,1,1,4,3,3,2,2256,2,3,2,0
1,2,1,2,1,7,3,4,2,2,1,4,1,2,1,12000,1,2,2,0
1,7,1,3,7,17,3,3,1,1,1,1,1,1,6,876,1,1,1,0
1,16,2,4,1,1,3,4,4,1,1,8,1,1,1,2928,3,3,2,0
1,2,1,1,1,1,1,3,3,1,1,5,1,2,1,95000,1,2,2,0
1,8,1,4,1,1,6,1,1,1,1,2,1,1,3,36084,2,3,2,0
1,4,2,1,1,4,4,3,2,1,1,2,6,3,1,0,2,3,2,0
1,9,1,9,1,1,4,1,2,1,1,2,1,1,1,41919,1,1,3,0
1,5,1,3,9,3,3,4,1,1,1,1,1,1,2,18348,2,3,1,0
